,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,BUREAU_DAYS_CREDIT,BUREAU_CREDIT_DAY_OVERDUE,BUREAU_DAYS_CREDIT_ENDDATE,BUREAU_DAYS_ENDDATE_FACT,BUREAU_AMT_CREDIT_MAX_OVERDUE,BUREAU_CNT_CREDIT_PROLONG,BUREAU_AMT_CREDIT_SUM,BUREAU_AMT_CREDIT_SUM_DEBT,BUREAU_AMT_CREDIT_SUM_LIMIT,BUREAU_AMT_CREDIT_SUM_OVERDUE,BUREAU_DAYS_CREDIT_UPDATE,BUREAU_AMT_ANNUITY,PREV_APP_COUNT,PREV_AMT_ANNUITY,PREV_AMT_APPLICATION,PREV_AMT_CREDIT,PREV_AMT_DOWN_PAYMENT,PREV_AMT_GOODS_PRICE,PREV_HOUR_APPR_PROCESS_START,PREV_NFLAG_LAST_APPL_IN_DAY,PREV_RATE_DOWN_PAYMENT,PREV_RATE_INTEREST_PRIMARY,PREV_RATE_INTEREST_PRIVILEGED,PREV_DAYS_DECISION,PREV_SELLERPLACE_AREA,PREV_CNT_PAYMENT,PREV_DAYS_FIRST_DRAWING,PREV_DAYS_FIRST_DUE,PREV_DAYS_LAST_DUE_1ST_VERSION,PREV_DAYS_LAST_DUE,PREV_DAYS_TERMINATION,PREV_NFLAG_INSURED_ON_APPROVAL,POS_AMT_ANNUITY,POS_AMT_APPLICATION,POS_AMT_CREDIT,POS_AMT_DOWN_PAYMENT,POS_AMT_GOODS_PRICE,POS_HOUR_APPR_PROCESS_START,POS_NFLAG_LAST_APPL_IN_DAY,POS_RATE_DOWN_PAYMENT,POS_RATE_INTEREST_PRIMARY,POS_RATE_INTEREST_PRIVILEGED,POS_DAYS_DECISION,POS_SELLERPLACE_AREA,POS_CNT_PAYMENT,POS_DAYS_FIRST_DRAWING,POS_DAYS_FIRST_DUE,POS_DAYS_LAST_DUE_1ST_VERSION,POS_DAYS_LAST_DUE,POS_DAYS_TERMINATION,POS_NFLAG_INSURED_ON_APPROVAL,INSTA_NUM_INSTALMENT_VERSION,INSTA_NUM_INSTALMENT_NUMBER,INSTA_DAYS_INSTALMENT,INSTA_DAYS_ENTRY_PAYMENT,INSTA_AMT_INSTALMENT,INSTA_AMT_PAYMENT,CREDIT_MONTHS_BALANCE,CREDIT_AMT_BALANCE,CREDIT_AMT_CREDIT_LIMIT_ACTUAL,CREDIT_AMT_DRAWINGS_ATM_CURRENT,CREDIT_AMT_DRAWINGS_CURRENT,CREDIT_AMT_DRAWINGS_OTHER_CURRENT,CREDIT_AMT_DRAWINGS_POS_CURRENT,CREDIT_AMT_INST_MIN_REGULARITY,CREDIT_AMT_PAYMENT_CURRENT,CREDIT_AMT_PAYMENT_TOTAL_CURRENT,CREDIT_AMT_RECEIVABLE_PRINCIPAL,CREDIT_AMT_RECIVABLE,CREDIT_AMT_TOTAL_RECEIVABLE,CREDIT_CNT_DRAWINGS_ATM_CURRENT,CREDIT_CNT_DRAWINGS_CURRENT,CREDIT_CNT_DRAWINGS_OTHER_CURRENT,CREDIT_CNT_DRAWINGS_POS_CURRENT,CREDIT_CNT_INSTALMENT_MATURE_CUM,CREDIT_SK_DPD,CREDIT_SK_DPD_DEF
707,707,100816,1,Cash loans,F,N,Y,0,157500.0,88884.0,4950.0,67500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-22562,365243,-9173.0,-4536,12.061090818687727,1,0,0,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,0.5021298056569102,0.553076064,0.391054977,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,4.0,5.0,-722.0,0.0,-204.7777778,-638.7857142999999,0.0,0.0,57318.2275,13014.01688,1785.90375,0.0,-488.88888889999987,3750.004286,20,13644.52269,132412.0275,163529.775,4.275,203710.8115,13.2,1.0,5.6100000000000015e-05,0.0,0.0,-166.5,11.1,26.76923077,273858.5,-328.5,91428.25,273871.5,273872.25,0.25,13644.52269,132412.0275,163529.775,4.275,203710.8115,13.2,1.0,5.6100000000000015e-05,0.0,0.0,-166.5,11.1,26.76923077,273858.5,-328.5,91428.25,273871.5,273872.25,0.25,0.625,6.916666667,-211.4166667,-231.6458333,8122.7025,7976.284688,-5.5,81803.7855,88200.0,10125.0,10125.0,0.0,0.0,3391.587,7250.0,3635.703,79244.631,80889.4755,80889.4755,0.5,0.5,0.0,0.0,3.6,0.0,0.0
708,708,100817,0,Cash loans,F,N,N,0,67500.0,364032.0,9733.5,288000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0105,-19335,-419,-10052.0,-2885,12.061090818687727,1,1,0,1,0,0,Laborers,1.0,3,3,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.5021298056569102,0.581815313,0.096948317,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,1.0,0.0,1.0,0.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1088.5,15.0,7415.25,-229.0,0.0,0.0,192298.275,921.0,0.0,38.025,-292.25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,709,100818,0,Cash loans,M,N,Y,0,225000.0,900000.0,46084.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-11763,-1331,-4835.0,-3710,12.061090818687727,1,1,0,1,0,0,Managers,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Self-employed,0.5021298056569102,0.549235218,0.461482391,0.1464,0.08844221905180052,0.9841,0.7824,0.04462071541135205,0.16,0.1379,0.3333,0.375,0.06633318417239835,0.10077477495068153,0.1465,0.008808672617213057,0.1149,0.1492,0.08754321224758604,0.9841,0.7909,0.04255313775014676,0.1611,0.1379,0.3333,0.375,0.06495768445657843,0.1056448567494209,0.1526,0.008076387544283468,0.1216,0.1478,0.08795485466574764,0.9841,0.7853,0.044595101785290435,0.16,0.1379,0.3333,0.375,0.06716874904939986,0.10195447324073252,0.1491,0.008651013330213151,0.1173,,block of flats,0.1402,,No,2.0,0.0,2.0,0.0,-1577.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,-1103.0,0.0,5020.166667,-1376.0,0.0,0.0,615199.5,380007.0,0.0,0.0,-690.5,26713.575,5,9810.19125,58293.0,56198.7,7738.875,72866.25,12.4,1.0,0.118748876,0.0,0.0,-852.6,198.8,8.5,365243.0,-948.25,-723.25,-790.75,-784.25,0.0,9810.19125,58293.0,56198.7,7738.875,72866.25,12.4,1.0,0.118748876,0.0,0.0,-852.6,198.8,8.5,365243.0,-948.25,-723.25,-790.75,-784.25,0.0,1.08,4.28,-974.88,-992.16,12884.6628,12884.6628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,710,100819,0,Cash loans,F,N,N,0,279000.0,1520253.0,44581.5,1327500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.009334,-20895,365243,-14964.0,-2644,12.061090818687727,1,0,0,1,0,0,,2.0,2,2,SUNDAY,11,0,0,0,0,0,0,XNA,0.5021298056569102,0.743211582,0.508286991,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-396.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,-834.6956522,0.0,-174.86363640000005,-755.9230769,0.0,0.0,239903.1783,101082.0279,139.35375,0.0,-404.0,0.0,6,16203.285,124005.0,131344.5,0.0,248010.0,12.0,1.0,0.0,0.0,0.0,-228.6666667,32.5,10.0,182522.0,-259.0,182514.0,182514.0,182516.5,0.0,16203.285,124005.0,131344.5,0.0,248010.0,12.0,1.0,0.0,0.0,0.0,-228.6666667,32.5,10.0,182522.0,-259.0,182514.0,182514.0,182516.5,0.0,0.375,4.75,-166.6875,-167.75,7084.411875,7084.411875,-4.0,216388.9286,247500.0,29571.42857,36826.97143,0.0,7255.542856999998,8223.743570999999,12285.0,8775.0,206681.3229,213113.8993,213113.8993,1.142857143,3.142857143,0.0,2.0,2.142857143,0.0,0.0
711,711,100820,0,Cash loans,M,N,Y,1,157500.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101,-18007,-748,-7464.0,-1326,12.061090818687727,1,1,0,1,0,0,Drivers,3.0,2,2,FRIDAY,17,0,0,0,0,0,0,Self-employed,0.5021298056569102,0.585763124,0.865895915,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1499.6,0.0,-555.25,-1035.5,0.0,0.0,170079.165,7392.906,0.0,0.0,-708.0,0.0,1,13892.31,53955.0,48762.0,6750.0,53955.0,18.0,1.0,0.132428369,0.0,0.0,-2793.0,54.0,4.0,365243.0,-2762.0,-2672.0,-2672.0,-2588.0,1.0,13892.31,53955.0,48762.0,6750.0,53955.0,18.0,1.0,0.132428369,0.0,0.0,-2793.0,54.0,4.0,365243.0,-2762.0,-2672.0,-2672.0,-2588.0,1.0,1.0,2.8,-2708.0,-2707.0,13890.744,11113.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,712,100821,0,Cash loans,F,N,N,0,180000.0,1468719.0,40387.5,1282500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-21579,-926,-7641.0,-4786,12.061090818687727,1,1,0,1,0,0,,1.0,2,2,SUNDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.5021298056569102,0.634292644,0.408358853,0.0247,0.0803,0.9702,0.5920000000000001,0.0052,0.0,0.1034,0.0833,0.125,0.05,0.0202,0.0374,0.0,0.0132,0.0252,0.0833,0.9702,0.608,0.0053,0.0,0.1034,0.0833,0.125,0.0511,0.022,0.039,0.0,0.014,0.025,0.0803,0.9702,0.5975,0.0053,0.0,0.1034,0.0833,0.125,0.0508,0.0205,0.0381,0.0,0.0135,reg oper account,block of flats,0.0351,"Stone, brick",No,1.0,1.0,1.0,1.0,-635.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,-1905.222222,0.0,2348.777778,-1754.428571,0.0,0.0,262141.0,23407.5,0.0,0.0,-529.5555555999998,0.0,3,4536.2475,65715.0,65715.0,0.0,98572.5,16.33333333,1.0,0.0,0.0,0.0,-378.0,2799.666667,24.0,365243.0,-534.5,155.5,365243.0,365243.0,0.0,4536.2475,65715.0,65715.0,0.0,98572.5,16.33333333,1.0,0.0,0.0,0.0,-378.0,2799.666667,24.0,365243.0,-534.5,155.5,365243.0,365243.0,0.0,1.0,9.918918919,-276.3243243,-301.8918919,4454.891757,4454.891757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,713,100822,0,Cash loans,M,N,Y,1,225000.0,616923.0,48870.0,558000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.009175,-11653,-439,-2223.0,-4288,12.061090818687727,1,1,0,1,0,1,,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.266060519,0.285897872,0.499272015,0.1856,0.0,0.9796,0.752471432592686,0.04462071541135205,0.0,0.4138,0.1667,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.1891,0.0,0.9796,0.759637322733821,0.04255313775014676,0.0,0.4138,0.1667,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.1874,0.0,0.9796,0.7557462721917102,0.044595101785290435,0.0,0.4138,0.1667,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,block of flats,0.1415,Panel,No,0.0,0.0,0.0,0.0,-618.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-552.5,0.0,863.5,-449.0,0.0,0.0,577740.375,235247.625,0.0,0.0,-126.25,7164.0,4,13355.5725,136587.15,131580.0,6436.2,136587.15,17.0,1.0,0.051923201,0.0,0.0,-294.25,95.0,11.5,365243.0,121417.6667,-11.33333333,121557.6667,121562.6667,0.0,13355.5725,136587.15,131580.0,6436.2,136587.15,17.0,1.0,0.051923201,0.0,0.0,-294.25,95.0,11.5,365243.0,121417.6667,-11.33333333,121557.6667,121562.6667,0.0,1.0625,5.5,-314.0,-326.3125,18105.975,18105.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,714,100824,0,Revolving loans,F,N,Y,0,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008473999999999999,-16219,-1017,-2408.0,-1715,12.061090818687727,1,1,1,1,0,0,Sales staff,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Self-employed,0.5021298056569102,0.6385227720000001,0.457899551,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,1.0,0.0,1.0,0.0,-798.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,-968.3,0.0,-595.0,-600.1428571,2797.534286,0.0,72871.488,34432.79625,6067.20375,0.0,-597.4,0.0,4,17392.635,198857.25,271599.75,0.0,265143.0,12.25,1.0,0.0,0.0,0.0,-317.75,424.25,24.0,365243.0,182238.0,672.5,182478.0,182479.5,0.5,17392.635,198857.25,271599.75,0.0,265143.0,12.25,1.0,0.0,0.0,0.0,-317.75,424.25,24.0,365243.0,182238.0,672.5,182478.0,182479.5,0.5,1.058823529,9.0,-527.0,-558.4705882000002,5795.213824,5795.213824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,715,100825,0,Cash loans,F,N,Y,0,225000.0,500211.0,26779.5,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-21435,365243,-2966.0,-4400,12.061090818687727,1,0,0,1,0,0,,2.0,3,3,SATURDAY,13,0,0,0,0,0,0,XNA,0.5021298056569102,0.067070397,0.5108529061736915,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.04,0.0345,0.3333,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.0403,0.0345,0.3333,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.04,0.0345,0.3333,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,block of flats,0.10254666268544003,,No,0.0,0.0,0.0,0.0,-1507.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006402448193930646,0.007000210532647599,0.0343619356973142,0.26739526000781977,0.2654741495984841,1.899974435321363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,43720.11,400043.7,416765.7,28869.75,500054.625,8.6,1.0,0.15121942300000002,0.0,0.0,-589.8,687.4,15.0,365243.0,-929.0,-599.0,-599.0,-594.0,0.333333333,43720.11,400043.7,416765.7,28869.75,500054.625,8.6,1.0,0.15121942300000002,0.0,0.0,-589.8,687.4,15.0,365243.0,-929.0,-599.0,-599.0,-594.0,0.333333333,1.0,6.5,-764.0,-778.3611111,48057.695,48057.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,716,100827,0,Cash loans,F,N,N,0,117000.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.031329,-8759,-948,-3177.0,-1404,12.061090818687727,1,1,0,1,0,0,Accountants,1.0,2,2,FRIDAY,12,0,0,0,0,0,0,Agriculture,0.342158873,0.325833724,0.197474512,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,3.0,0.0,3.0,0.0,-1082.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-476.0,0.0,151.33333330000005,-258.5,2025.27,0.0,354193.2,192886.05,0.0,0.0,-109.6,0.0,3,17832.8475,164232.0,149791.5,19620.0,164232.0,12.0,1.0,0.068964843,0.0,0.0,-519.0,315.0,12.0,365243.0,-610.0,-280.0,-310.0,-306.5,0.0,17832.8475,164232.0,149791.5,19620.0,164232.0,12.0,1.0,0.068964843,0.0,0.0,-519.0,315.0,12.0,365243.0,-610.0,-280.0,-310.0,-306.5,0.0,1.12,10.08,-437.32,-447.76,18533.1042,17106.4764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
